customer_id,order_date,order_value
CUST_00704,2024-01-10,43.54
CUST_00974,2024-01-10,19.44
CUST_00287,2024-01-10,18.4
CUST_03783,2024-01-10,4.71
CUST_02504,2024-01-10,6.7
CUST_04841,2024-01-10,18.33
CUST_00020,2024-01-10,20.59
CUST_01472,2024-01-10,18.61
CUST_00728,2024-01-10,46.24
CUST_01394,2024-01-10,43.41
CUST_00333,2024-01-10,73.19
CUST_04719,2024-01-10,23.0
CUST_03320,2024-01-10,47.02
CUST_04798,2024-01-10,16.77
CUST_04038,2024-01-10,9.59
CUST_02301,2024-01-10,17.8
CUST_01016,2024-01-10,27.06
CUST_00212,2024-01-10,23.95
CUST_01375,2024-01-11,58.55
CUST_02014,2024-01-11,7.95
CUST_00638,2024-01-11,21.19
CUST_04011,2024-01-11,18.77
CUST_03102,2024-01-11,37.36
CUST_04512,2024-01-11,41.25
CUST_01051,2024-01-11,43.36
CUST_01323,2024-01-11,64.86
CUST_02627,2024-01-11,48.81
CUST_01704,2024-01-11,6.74
CUST_02382,2024-01-11,8.63
CUST_03320,2024-01-11,5.22
CUST_04400,2024-01-11,22.36
CUST_02935,2024-01-11,26.58
CUST_00779,2024-01-11,14.64
CUST_00131,2024-01-11,146.19
CUST_03668,2024-01-11,17.22
CUST_01683,2024-01-11,13.73
CUST_00333,2024-01-11,7.81
CUST_01704,2024-01-11,32.07
CUST_04300,2024-01-12,65.07
CUST_02934,2024-01-12,75.5
CUST_00326,2024-01-12,11.0
CUST_03922,2024-01-12,16.6
CUST_03007,2024-01-12,4.02
CUST_02717,2024-01-12,129.32
CUST_01842,2024-01-12,2.11
CUST_02238,2024-01-12,50.17
CUST_03763,2024-01-12,65.2
CUST_04483,2024-01-12,96.48
CUST_00862,2024-01-12,7.63
CUST_02409,2024-01-12,65.96
CUST_03063,2024-01-12,10.84
CUST_00504,2024-01-12,64.08
CUST_02766,2024-01-12,15.36
CUST_00442,2024-01-12,32.96
CUST_04555,2024-01-12,32.16
CUST_01171,2024-01-12,22.67
CUST_02429,2024-01-13,6.42
CUST_03188,2024-01-13,67.54
CUST_02234,2024-01-13,45.42
CUST_02857,2024-01-13,87.32
CUST_00596,2024-01-13,29.7
CUST_04252,2024-01-13,27.78
CUST_04365,2024-01-13,35.63
CUST_03688,2024-01-13,11.84
CUST_03783,2024-01-13,69.08
CUST_00162,2024-01-13,6.37
CUST_04553,2024-01-13,62.25
CUST_04321,2024-01-13,49.16
CUST_01705,2024-01-13,17.45
CUST_04519,2024-01-13,77.25
CUST_01260,2024-01-13,34.48
CUST_04143,2024-01-13,2.85
CUST_04705,2024-01-13,4.16
CUST_00016,2024-01-13,4.16
CUST_04533,2024-01-13,5.84
CUST_01293,2024-01-14,18.57
CUST_04966,2024-01-14,93.59
CUST_00161,2024-01-14,2.9
CUST_04936,2024-01-14,80.47
CUST_00934,2024-01-14,37.52
CUST_04067,2024-01-14,10.46
CUST_02901,2024-01-14,2.93
CUST_01728,2024-01-14,21.95
CUST_03350,2024-01-14,2.84
CUST_00364,2024-01-14,6.65
CUST_00704,2024-01-14,5.27
CUST_04877,2024-01-14,20.02
CUST_04072,2024-01-14,6.18
CUST_01891,2024-01-14,5.63
CUST_01491,2024-01-14,81.8
CUST_02878,2024-01-14,23.37
CUST_00166,2024-01-15,37.82
CUST_02108,2024-01-15,27.52
CUST_03506,2024-01-15,8.31
CUST_03887,2024-01-15,6.59
CUST_00149,2024-01-15,17.19
CUST_04519,2024-01-15,19.3
CUST_00830,2024-01-15,30.2
CUST_00333,2024-01-15,17.67
CUST_03826,2024-01-15,10.42
CUST_04374,2024-01-15,21.46
CUST_03808,2024-01-15,11.62
CUST_03205,2024-01-15,28.61
CUST_01515,2024-01-15,11.56
CUST_00702,2024-01-16,10.24
CUST_00824,2024-01-16,8.8
CUST_04114,2024-01-16,38.61
CUST_02071,2024-01-16,24.25
CUST_01959,2024-01-16,5.56
CUST_04950,2024-01-16,11.17
CUST_04794,2024-01-16,12.1
CUST_01397,2024-01-16,5.07
CUST_04877,2024-01-16,11.94
CUST_03760,2024-01-16,8.01
CUST_04956,2024-01-16,10.75
CUST_03102,2024-01-16,309.96
CUST_01064,2024-01-16,33.79
CUST_04546,2024-01-16,266.31
CUST_03793,2024-01-16,23.41
CUST_01260,2024-01-16,6.75
CUST_02423,2024-01-16,16.0
CUST_00159,2024-01-16,39.92
CUST_04650,2024-01-17,170.97
CUST_02672,2024-01-17,44.24
CUST_02980,2024-01-17,22.03
CUST_02423,2024-01-17,29.42
CUST_00705,2024-01-17,2.99
CUST_04798,2024-01-17,4.6
CUST_01698,2024-01-17,11.32
CUST_02413,2024-01-17,22.95
CUST_02413,2024-01-17,19.84
CUST_02127,2024-01-17,19.32
CUST_03063,2024-01-17,37.29
CUST_01570,2024-01-17,75.77
CUST_02186,2024-01-17,25.99
CUST_03392,2024-01-17,65.35
CUST_04300,2024-01-17,37.55
CUST_03320,2024-01-17,14.07
CUST_03386,2024-01-17,75.05
CUST_02851,2024-01-17,55.29
CUST_03988,2024-01-17,17.81
CUST_03327,2024-01-17,23.08
CUST_01967,2024-01-17,23.78
CUST_04187,2024-01-17,15.08
CUST_00185,2024-01-17,128.07
CUST_04896,2024-01-17,115.72
CUST_03366,2024-01-17,7.52
CUST_03646,2024-01-17,18.66
CUST_04772,2024-01-17,54.68
CUST_03783,2024-01-17,9.77
CUST_04877,2024-01-17,36.49
CUST_04391,2024-01-17,30.91
CUST_01394,2024-01-17,39.36
CUST_03260,2024-01-17,7.26
CUST_00333,2024-01-17,8.01
CUST_02666,2024-01-17,149.48
CUST_00287,2024-01-17,23.2
CUST_04958,2024-01-17,26.55
CUST_02980,2024-01-18,1.46
CUST_04555,2024-01-18,31.65
CUST_04763,2024-01-18,41.33
CUST_00343,2024-01-18,3.35
CUST_02551,2024-01-18,5.52
CUST_02873,2024-01-18,36.81
CUST_00643,2024-01-18,25.58
CUST_01195,2024-01-18,18.01
CUST_01838,2024-01-18,20.95
CUST_03311,2024-01-18,66.77
CUST_00428,2024-01-18,35.14
CUST_03391,2024-01-18,17.25
CUST_01603,2024-01-18,34.66
CUST_02531,2024-01-18,43.07
CUST_01921,2024-01-18,80.19
CUST_01201,2024-01-18,89.97
CUST_03505,2024-01-18,6.28
CUST_00454,2024-01-18,60.22
CUST_03770,2024-01-18,1.83
CUST_02955,2024-01-18,25.95
CUST_02849,2024-01-18,13.14
CUST_02660,2024-01-19,13.39
CUST_03705,2024-01-19,19.76
CUST_01081,2024-01-19,8.78
CUST_03919,2024-01-19,5.67
CUST_01771,2024-01-19,16.09
CUST_03109,2024-01-19,15.3
CUST_02806,2024-01-19,2.18
CUST_00807,2024-01-19,29.51
CUST_01375,2024-01-19,4.05
CUST_00385,2024-01-19,2.06
CUST_03668,2024-01-19,7.61
CUST_01693,2024-01-19,4.3
CUST_04244,2024-01-19,9.16
CUST_00285,2024-01-19,17.71
CUST_03901,2024-01-19,11.91
CUST_04999,2024-01-19,8.75
CUST_03441,2024-01-19,12.67
CUST_00598,2024-01-19,4.7
CUST_04593,2024-01-19,33.52
CUST_04109,2024-01-19,76.24
CUST_00272,2024-01-19,34.23
CUST_03586,2024-01-19,170.98
CUST_02494,2024-01-19,11.32
CUST_00057,2024-01-19,17.71
CUST_02301,2024-01-20,26.44
CUST_03287,2024-01-20,103.09
CUST_04519,2024-01-20,48.19
CUST_02124,2024-01-20,8.83
CUST_02341,2024-01-20,59.31
CUST_01532,2024-01-20,14.31
CUST_02717,2024-01-20,16.03
CUST_00574,2024-01-20,28.75
CUST_03545,2024-01-20,6.64
CUST_04607,2024-01-20,7.9
CUST_04337,2024-01-20,30.47
CUST_04244,2024-01-20,33.59
CUST_00843,2024-01-20,26.74
CUST_04702,2024-01-20,4.27
CUST_04260,2024-01-20,24.39
CUST_03813,2024-01-20,27.54
CUST_01839,2024-01-20,34.17
CUST_01921,2024-01-20,76.27
CUST_03771,2024-01-20,6.31
CUST_01138,2024-01-21,16.05
CUST_03222,2024-01-21,18.89
CUST_02463,2024-01-21,24.68
CUST_04348,2024-01-21,13.21
CUST_02098,2024-01-21,59.34
CUST_01417,2024-01-21,17.87
CUST_00726,2024-01-21,2.61
CUST_00809,2024-01-21,19.93
CUST_04088,2024-01-21,64.91
CUST_00610,2024-01-21,44.54
CUST_01037,2024-01-21,25.62
CUST_02925,2024-01-21,25.02
CUST_01772,2024-01-21,39.23
CUST_01464,2024-01-21,57.79
CUST_03847,2024-01-21,8.29
CUST_00595,2024-01-21,45.14
CUST_03109,2024-01-21,33.67
CUST_03113,2024-01-21,8.03
CUST_01839,2024-01-21,14.59
CUST_04624,2024-01-21,25.93
CUST_03668,2024-01-21,97.36
CUST_04117,2024-01-21,35.88
CUST_01081,2024-01-21,6.08
CUST_01717,2024-01-21,4.92
CUST_04300,2024-01-21,264.16
CUST_02325,2024-01-21,13.95
CUST_02699,2024-01-21,85.95
CUST_02047,2024-01-21,22.02
CUST_04121,2024-01-21,3.99
CUST_01931,2024-01-21,22.8
CUST_04342,2024-01-21,7.35
CUST_03180,2024-01-21,13.41
CUST_01377,2024-01-21,18.64
CUST_03988,2024-01-21,6.5
CUST_00348,2024-01-22,12.29
CUST_01455,2024-01-22,17.97
CUST_04416,2024-01-22,39.62
CUST_04767,2024-01-22,35.29
CUST_04340,2024-01-22,87.64
CUST_04281,2024-01-22,45.23
CUST_04281,2024-01-22,17.82
CUST_02239,2024-01-22,22.52
CUST_04046,2024-01-22,54.2
CUST_04271,2024-01-22,9.58
CUST_04795,2024-01-22,9.03
CUST_02980,2024-01-22,197.19
CUST_01377,2024-01-22,68.37
CUST_03433,2024-01-22,11.38
CUST_04020,2024-01-22,9.15
CUST_04731,2024-01-22,7.52
CUST_04300,2024-01-22,4.89
CUST_02672,2024-01-22,22.12
CUST_00702,2024-01-22,55.97
CUST_00463,2024-01-22,25.53
CUST_02672,2024-01-22,2.28
CUST_03821,2024-01-22,13.44
CUST_00972,2024-01-23,9.92
CUST_03816,2024-01-23,38.96
CUST_00333,2024-01-23,102.33
CUST_03718,2024-01-23,35.76
CUST_02938,2024-01-23,4.41
CUST_01427,2024-01-23,4.33
CUST_00342,2024-01-23,29.82
CUST_02611,2024-01-23,21.42
CUST_01039,2024-01-23,10.93
CUST_04029,2024-01-23,3.08
CUST_01767,2024-01-23,5.18
CUST_03668,2024-01-23,152.39
CUST_02707,2024-01-23,9.98
CUST_02238,2024-01-23,19.08
CUST_01025,2024-01-24,63.86
CUST_01513,2024-01-24,16.01
CUST_01018,2024-01-24,46.07
CUST_01054,2024-01-24,15.28
CUST_02539,2024-01-24,34.13
CUST_03721,2024-01-24,25.68
CUST_00982,2024-01-24,21.88
CUST_01573,2024-01-24,17.87
CUST_02794,2024-01-24,31.7
CUST_03367,2024-01-24,70.77
CUST_01758,2024-01-24,24.9
CUST_04883,2024-01-24,4.93
CUST_04164,2024-01-24,22.24
CUST_01945,2024-01-24,6.66
CUST_02061,2024-01-24,23.01
CUST_03869,2024-01-24,18.35
CUST_04590,2024-01-24,24.92
CUST_04453,2024-01-24,28.15
CUST_02364,2024-01-24,23.41
CUST_03310,2024-01-24,44.63
CUST_03511,2024-01-24,298.56
CUST_04922,2024-01-25,64.39
CUST_02139,2024-01-25,11.49
CUST_01842,2024-01-25,12.3
CUST_01977,2024-01-25,6.65
CUST_01153,2024-01-25,7.75
CUST_03055,2024-01-25,9.58
CUST_01594,2024-01-25,21.91
CUST_04222,2024-01-25,3.83
CUST_04958,2024-01-25,11.92
CUST_04191,2024-01-25,15.55
CUST_00208,2024-01-25,21.56
CUST_00541,2024-01-25,50.81
CUST_02539,2024-01-25,255.42
CUST_02947,2024-01-25,9.23
CUST_02199,2024-01-25,58.68
CUST_04831,2024-01-25,21.68
CUST_01139,2024-01-25,20.54
CUST_04519,2024-01-25,4.38
CUST_04260,2024-01-25,77.3
CUST_02686,2024-01-25,4.2
CUST_01237,2024-01-25,38.74
CUST_04244,2024-01-25,12.64
CUST_04771,2024-01-26,7.99
CUST_01843,2024-01-26,56.47
CUST_00509,2024-01-26,20.73
CUST_04111,2024-01-26,53.45
CUST_02593,2024-01-26,44.23
CUST_01016,2024-01-26,14.03
CUST_01922,2024-01-26,134.28
CUST_00156,2024-01-26,55.81
CUST_03275,2024-01-26,17.65
CUST_02134,2024-01-26,47.97
CUST_01810,2024-01-26,59.01
CUST_04798,2024-01-26,25.58
CUST_01704,2024-01-26,23.28
CUST_03218,2024-01-26,25.7
CUST_02899,2024-01-26,39.6
CUST_01656,2024-01-26,13.76
CUST_02117,2024-01-27,38.76
CUST_03875,2024-01-27,17.85
CUST_04114,2024-01-27,54.53
CUST_00169,2024-01-27,11.47
CUST_01158,2024-01-27,31.32
CUST_01846,2024-01-27,4.94
CUST_00704,2024-01-27,22.24
CUST_04011,2024-01-27,3.96
CUST_00243,2024-01-27,21.44
CUST_04593,2024-01-27,97.16
CUST_04798,2024-01-27,40.72
CUST_01158,2024-01-27,7.82
CUST_03821,2024-01-27,168.87
CUST_02462,2024-01-27,15.23
CUST_04877,2024-01-27,25.68
CUST_03146,2024-01-27,17.51
CUST_02699,2024-01-27,37.55
CUST_03826,2024-01-27,6.39
CUST_01234,2024-01-27,74.64
CUST_00079,2024-01-27,31.59
CUST_04171,2024-01-27,7.61
CUST_02919,2024-01-27,22.97
CUST_02707,2024-01-27,5.79
CUST_02239,2024-01-27,22.19
CUST_04919,2024-01-28,4.14
CUST_03783,2024-01-28,30.08
CUST_02590,2024-01-28,4.44
CUST_01826,2024-01-28,8.49
CUST_01295,2024-01-28,13.01
CUST_02340,2024-01-28,8.41
CUST_02302,2024-01-28,4.91
CUST_00982,2024-01-28,2.33
CUST_04584,2024-01-28,167.34
CUST_01869,2024-01-28,48.71
CUST_00183,2024-01-28,83.18
CUST_01553,2024-01-28,48.4
CUST_03921,2024-01-28,67.7
CUST_00150,2024-01-28,2.04
CUST_03054,2024-01-28,20.14
CUST_03674,2024-01-28,20.36
CUST_03669,2024-01-28,8.04
CUST_03506,2024-01-28,5.35
CUST_04392,2024-01-28,23.99
CUST_03836,2024-01-28,51.92
CUST_01670,2024-01-28,17.29
CUST_04958,2024-01-28,14.17
CUST_02667,2024-01-28,120.35
CUST_02100,2024-01-28,15.37
CUST_04339,2024-01-29,10.6
CUST_04672,2024-01-29,32.01
CUST_04470,2024-01-29,7.99
CUST_03320,2024-01-29,45.44
CUST_03467,2024-01-29,13.42
CUST_01532,2024-01-29,40.38
CUST_04255,2024-01-29,17.56
CUST_00227,2024-01-29,24.53
CUST_02061,2024-01-29,30.72
CUST_02667,2024-01-29,27.46
CUST_01920,2024-01-29,3.66
CUST_04310,2024-01-29,131.17
CUST_00475,2024-01-29,4.13
CUST_01594,2024-01-29,61.92
CUST_03205,2024-01-29,2.52
CUST_04300,2024-01-29,19.71
CUST_03276,2024-01-30,16.09
CUST_02018,2024-01-30,5.85
CUST_00151,2024-01-30,27.08
CUST_02340,2024-01-30,4.21
CUST_04732,2024-01-30,7.35
CUST_04276,2024-01-30,13.19
CUST_01766,2024-01-30,20.75
CUST_03300,2024-01-30,40.33
CUST_00667,2024-01-30,77.72
CUST_03205,2024-01-30,5.2
CUST_02246,2024-01-30,13.7
CUST_03808,2024-01-30,30.5
CUST_00484,2024-01-30,33.0
CUST_03327,2024-01-30,44.45
CUST_04300,2024-01-30,57.35
CUST_01315,2024-01-30,60.19
CUST_04747,2024-01-30,18.67
CUST_01922,2024-01-30,43.72
CUST_01012,2024-01-30,44.01
CUST_00901,2024-01-30,8.73
CUST_02662,2024-01-30,6.59
CUST_00350,2024-01-30,6.61
CUST_02559,2024-01-30,39.29
CUST_02703,2024-01-30,40.76
CUST_04591,2024-01-30,9.01
CUST_03629,2024-01-30,1.86
CUST_03190,2024-01-31,13.0
CUST_02238,2024-01-31,41.87
CUST_02686,2024-01-31,27.06
CUST_01806,2024-01-31,123.03
CUST_03245,2024-01-31,16.37
CUST_04154,2024-01-31,7.34
CUST_01553,2024-01-31,55.76
CUST_00889,2024-01-31,12.96
CUST_00902,2024-01-31,34.32
CUST_00012,2024-01-31,11.83
CUST_00911,2024-01-31,9.69
CUST_03267,2024-01-31,17.53
CUST_02535,2024-01-31,9.04
CUST_03711,2024-01-31,29.5
CUST_04408,2024-01-31,24.39
CUST_00054,2024-01-31,15.14
CUST_04540,2024-01-31,21.26
CUST_01247,2024-01-31,37.13
CUST_04747,2024-01-31,10.07
CUST_00065,2024-01-31,37.53
CUST_01498,2024-01-31,24.38
CUST_00470,2024-01-31,59.5
CUST_00982,2024-01-31,37.05
CUST_01786,2024-01-31,6.77
CUST_01636,2024-01-31,36.38
CUST_03675,2024-01-31,198.67
CUST_03391,2024-01-31,8.98
CUST_00509,2024-02-01,21.4
CUST_01216,2024-02-01,40.84
CUST_04152,2024-02-01,44.63
CUST_02665,2024-02-01,6.88
CUST_04014,2024-02-01,9.34
CUST_02539,2024-02-01,37.95
CUST_02703,2024-02-01,41.68
CUST_04088,2024-02-01,18.21
CUST_04331,2024-02-01,164.88
CUST_02026,2024-02-01,22.39
CUST_00948,2024-02-01,11.75
CUST_04798,2024-02-01,7.55
CUST_00309,2024-02-01,85.44
CUST_02106,2024-02-01,8.06
CUST_01413,2024-02-01,58.61
CUST_01332,2024-02-01,2.43
CUST_02484,2024-02-01,5.09
CUST_00565,2024-02-01,585.12
CUST_00384,2024-02-01,6.28
CUST_03892,2024-02-01,31.63
CUST_01477,2024-02-01,52.5
CUST_02568,2024-02-01,24.29
CUST_00369,2024-02-01,53.84
CUST_02184,2024-02-01,32.8
CUST_04183,2024-02-01,18.76
CUST_01079,2024-02-01,9.98
CUST_03668,2024-02-02,61.38
CUST_00291,2024-02-02,10.18
CUST_04244,2024-02-02,9.61
CUST_01639,2024-02-02,296.41
CUST_04244,2024-02-02,31.48
CUST_02088,2024-02-02,16.73
CUST_00012,2024-02-02,10.07
CUST_01114,2024-02-02,98.82
CUST_03381,2024-02-02,1.05
CUST_03239,2024-02-02,6.49
CUST_01466,2024-02-02,6.74
CUST_00769,2024-02-02,9.99
CUST_03245,2024-02-02,7.23
CUST_04747,2024-02-02,49.78
CUST_00877,2024-02-02,75.9
CUST_02539,2024-02-02,8.65
CUST_00693,2024-02-03,22.26
CUST_03695,2024-02-03,93.54
CUST_00675,2024-02-03,32.74
CUST_00436,2024-02-03,203.25
CUST_01451,2024-02-03,3.41
CUST_02529,2024-02-03,43.68
CUST_00204,2024-02-03,11.02
CUST_02531,2024-02-03,5.63
CUST_01241,2024-02-03,4.48
CUST_04206,2024-02-03,247.22
CUST_04899,2024-02-03,70.11
CUST_04798,2024-02-03,18.34
CUST_03430,2024-02-04,10.28
CUST_02645,2024-02-04,29.29
CUST_01452,2024-02-04,14.9
CUST_04877,2024-02-04,128.21
CUST_00569,2024-02-04,20.45
CUST_00013,2024-02-04,39.38
CUST_02757,2024-02-04,18.27
CUST_01394,2024-02-04,7.98
CUST_01532,2024-02-04,20.99
CUST_04800,2024-02-04,3.8
CUST_04108,2024-02-04,39.58
CUST_01184,2024-02-04,29.03
CUST_01669,2024-02-04,12.27
CUST_00934,2024-02-04,27.55
CUST_00807,2024-02-04,1.86
CUST_01430,2024-02-04,11.04
CUST_04321,2024-02-04,6.65
CUST_01443,2024-02-04,29.48
CUST_03783,2024-02-04,17.72
CUST_03153,2024-02-04,9.74
CUST_02538,2024-02-04,96.27
CUST_04823,2024-02-04,48.55
CUST_03648,2024-02-04,75.37
CUST_04453,2024-02-04,36.06
CUST_00370,2024-02-04,23.27
CUST_00271,2024-02-04,7.46
CUST_04051,2024-02-04,38.63
CUST_01011,2024-02-05,9.96
CUST_00281,2024-02-05,3.51
CUST_01656,2024-02-05,5.54
CUST_00116,2024-02-05,20.9
CUST_04166,2024-02-05,12.68
CUST_04639,2024-02-05,26.65
CUST_00323,2024-02-05,125.04
CUST_04390,2024-02-05,63.55
CUST_04388,2024-02-05,34.31
CUST_03049,2024-02-05,12.06
CUST_04574,2024-02-05,8.05
CUST_00098,2024-02-05,21.62
CUST_04966,2024-02-05,39.26
CUST_04349,2024-02-05,11.45
CUST_00518,2024-02-05,14.93
CUST_03868,2024-02-05,4.7
CUST_01686,2024-02-05,24.44
CUST_04674,2024-02-05,14.28
